N;241;AUD/USD;3,19856E+13;1,6088E+12;2000000.00;0.00;0.00;0.75909;S;0
C;242;AUD/USD;3,19856E+13;1,6088E+12;;;;;;
N;242;AUD/USD;3,19856E+13;1,6088E+12;3000000.00;0.00;0.00;0.75911;S;0
C;243;AUD/USD;3,19856E+13;1,6088E+12;;;;;;
N;243;AUD/USD;3,19856E+13;1,6088E+12;5000000.00;0.00;0.00;0.75914;S;0
C;244;AUD/USD;3,19856E+13;1,6088E+12;;;;;;
N;244;AUD/USD;3,19856E+13;1,6088E+12;5000000.00;0.00;0.00;0.75916;S;0
N;156;USD/CAD;3,19857E+13;1,6088E+12;100000.00;0.00;0.00;1.28472;B;0
N;256;USD/CAD;3,19857E+13;1,6088E+12;100000.00;0.00;0.00;1.28499;S;0
N;157;USD/CAD;3,19857E+13;1,6088E+12;200000.00;0.00;0.00;1.28472;B;0
N;257;USD/CAD;3,19857E+13;1,6088E+12;200000.00;0.00;0.00;1.28499;S;0
N;158;USD/CAD;3,19857E+13;1,6088E+12;200000.00;0.00;0.00;1.28472;B;0
N;258;USD/CAD;3,19857E+13;1,6088E+12;200000.00;0.00;0.00;1.28499;S;0
N;159;USD/CAD;3,19857E+13;1,6088E+12;500000.00;0.00;0.00;1.28472;B;0
N;259;USD/CAD;3,19857E+13;1,6088E+12;500000.00;0.00;0.00;1.28499;S;0
N;160;USD/CAD;3,19857E+13;1,6088E+12;1000000.00;0.00;0.00;1.28472;B;0
N;260;USD/CAD;3,19857E+13;1,6088E+12;1000000.00;0.00;0.00;1.28499;S;0
N;161;USD/CAD;3,19857E+13;1,6088E+12;1000000.00;0.00;0.00;1.28472;B;0
N;261;USD/CAD;3,19857E+13;1,6088E+12;1000000.00;0.00;0.00;1.28499;S;0
N;162;USD/CAD;3,19857E+13;1,6088E+12;2000000.00;0.00;0.00;1.28472;B;0
N;262;USD/CAD;3,19857E+13;1,6088E+12;2000000.00;0.00;0.00;1.28499;S;0
N;163;USD/CAD;3,19857E+13;1,6088E+12;2000000.00;0.00;0.00;1.28470;B;0
N;263;USD/CAD;3,19857E+13;1,6088E+12;2000000.00;0.00;0.00;1.28502;S;0
N;164;USD/CAD;3,19857E+13;1,6088E+12;3000000.00;0.00;0.00;1.28465;B;0
N;264;USD/CAD;3,19857E+13;1,6088E+12;3000000.00;0.00;0.00;1.28506;S;0
N;165;USD/CAD;3,19857E+13;1,6088E+12;5000000.00;0.00;0.00;1.28461;B;0
N;265;USD/CAD;3,19857E+13;1,6088E+12;5000000.00;0.00;0.00;1.28511;S;0
N;166;USD/CAD;3,19857E+13;1,6088E+12;5000000.00;0.00;0.00;1.28457;B;0
N;266;USD/CAD;3,19857E+13;1,6088E+12;5000000.00;0.00;0.00;1.28515;S;0
C;145;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;145;GBP/USD;3,19857E+13;1,6088E+12;100000.00;0.00;0.00;1.35666;B;0
C;245;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;245;GBP/USD;3,19857E+13;1,6088E+12;100000.00;0.00;0.00;1.35691;S;0
C;146;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;146;GBP/USD;3,19857E+13;1,6088E+12;200000.00;0.00;0.00;1.35666;B;0
C;246;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;246;GBP/USD;3,19857E+13;1,6088E+12;200000.00;0.00;0.00;1.35691;S;0
C;147;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;147;GBP/USD;3,19857E+13;1,6088E+12;200000.00;0.00;0.00;1.35666;B;0
C;247;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;247;GBP/USD;3,19857E+13;1,6088E+12;200000.00;0.00;0.00;1.35691;S;0
C;148;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;148;GBP/USD;3,19857E+13;1,6088E+12;500000.00;0.00;0.00;1.35666;B;0
C;248;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;248;GBP/USD;3,19857E+13;1,6088E+12;500000.00;0.00;0.00;1.35691;S;0
C;149;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
