;ABI.BR;ADSGn.DE;ADYEN.AS;AD.AS;AIRP.PA;AIR.PA;ALVG.DE;AMA.MC;ASML.AS;AXAF.PA;SAN.MC;BASFn.DE;BMWG.DE;BAYGn.DE;BNPP.PA;CRH.I;DAIGn.DE;DANO.PA;DPWGn.DE;DB1Gn.DE;DTEGn.DE;ENEI.MI;ENGIE.PA;ENI.MI;ESLX.PA;FLTRF.I;IBE.MC;ITX.MC;INGA.AS;ISP.MI;PRTP.PA;KNEBV.HE;OREP.PA;LVMH.PA;LINI.DE;MUVGn.DE;NOKIA.HE;PERP.PA;PHG.AS;PRX.AS;SAF.PA;SASY.PA;SAPG.DE;SCHN.PA;SIEGn.DE;TOTF.PA;SGEF.PA;VIV.PA;VOWG_p.DE;VNAn.DE
28/02/2011;40,415;46,5;;9,765441745;62,26475171;20,96;104,4;14,085;32,44235273;15,22;5,931283402;60,26;58,78;55,2864571;56,58;16,785;51,05;45,43;13,29;55,64;9,745;4,318;28,57318;17,67;51,75;28,6352708;4,462127469;10,492;9,087;2,292171388;100,5189841;19,775;84,24;102,9651848;;120,95;5,884503144;66,81;23,18959188;;25,78;50;43,72;59,95;85,24911863;44,41;43,1909973;19,99354972;122,9;
01/03/2011;41,12;46,515;;9,788530269;61,91297345;20,65;103,5;14,1;32,64863061;15,035;5,828390405;59,82;59,67;54,80425055;55,12;16,31;51,02;45,595;13,1;55,03;9,7;4,27;27,96524;17,48;52,65;28,96530443;4,39649757;10,474;8,968;2,230271506;101,3871026;19,545;83,6;103,9114731;;120,9;5,931354284;67,65;22,96906533;;26;50,58;43,695;60,05;84,13098284;43,465;42,68601315;19,73225938;120,95;
02/03/2011;40,17;47,03;;9,736330128;61,65411775;20,32;102,4;14,055;32,88069322;14,705;5,735454795;60,33;58;55,00106955;54,33;15,865;49,6;45,005;12,935;55,17;9,751;4,258;27,43997984;17,45;51,08;28,58673644;4,325927785;10,368;8,755;2,23214726;100,7017459;19,2;83,54;101,9738351;;118,1;5,884503144;67,48;22,72893642;;25,45;51,07;43,665;59,075;83,24870381;43,36;43,17614483;19,39354968;119,2;
03/03/2011;41,11;47,65;;9,476333272;62,36431159;19,78;104,2;14,21;33,74706029;14,945;5,640527708;60,96;58,09;56,22134735;54,17;16,07;49,18;45,23;12,97;55,87;9,698;4,238;27,80960736;17,55;51,79;28,39259901;4,272294749;10,388;8,802;2,224644244;100,5189841;19,265;82,97;101,7935897;;118,25;5,818911549;67,28;23,12098362;;25,66;51,46;44,1;61;84,06983479;43,84;43,83955538;19,33548516;119,05;
04/03/2011;41,5;46,89;;9,455252446;62,4174102;19,695;104,65;14,035;33,66454914;15,01;5,536307059;60,6;57,78;55,72929985;53,21;15,905;48,235;44,87;12,81;55,75;9,709;4,224;27,1627592;17,61;51,94;28,53820208;4,227130087;10,454;8,88;2,245277538;100,6560555;19,035;82,68;100,5318719;;119,2;5,67835813;66,75;23,38071489;;25,455;51,1;44,05;59,875;83,33605817;43,96;43,13653823;19,24354967;117,1;
07/03/2011;41,01;46,89;;9,547606542;61,81341357;19,3;104,5;14,32;32,7466126;14,845;5,469924481;61,26;57,74;55,502958;52,23;15,85;48,595;44,515;12,82;55,62;9,63;4,214;26,81744928;17,65;51,53;28,6352708;4,211604734;10,66;8,85;2,207762458;101,0215791;19,19;81,84;101,7935897;;118;5,622136762;65,78;23,19939306;;25,415;50,48;43,765;59,05;82,62848787;43,7;43,21575143;19,2580658;115,95;
08/03/2011;41,07;47,26;;9,537568053;62,31121299;19,84;104,15;14,025;32,54033472;15,225;5,517719937;59,96;57,97;55,2864571;53,2;15,97;49,25;44,58;12,815;56,07;10,01;4,218;26,80285872;17,95;51,53;28,68380516;4,227130087;10,522;8,843;2,243401784;99,97069878;19,27;82,7;103,0102461;;118,6;5,67835813;66,88;23,49832905;;25,78;50,55;43,37;58,425;82,35768936;43,65;43,27516133;19,34516258;118,65;
09/03/2011;41,425;47,01;;9,586756647;62,55679404;20,06;104,3;14,15;32,12777897;15,11;5,495813686;59,39;58,14;55,0109105;52,7;15,45;49,82;44,505;12,935;55,06;10,1;4,238;26,68127072;17,77;52,32;28,72263264;4,217956015;10,452;9,088;2,2509048;99,55948475;20,08;82,47;103,5960437;;118,4;5,772060409;66,91;23,36601312;;26,1;50,28;42,72;58,4;82,00827192;43,1;43,19594813;19,42258194;118,45;
10/03/2011;41,375;47,15;;9,626910602;61,84660019;19,785;102;13,755;30,57038102;14,915;5,420801372;58,73;57,12;54,31220305;52,6;15,305;48,705;44,75;12,975;54,8;10,21;4,176;26,54509216;17,59;52,26;28,92647694;4,174908446;10,6;9,006;2,217141228;99,14827073;19,75;82,3;101,9287737;;116,75;5,725209269;66,2;23,0817789;;25,545;50,67;43,15;57,575;80,76784003;42,605;42,84443955;19,48548517;114,2;
11/03/2011;41,07;46,115;;9,511467983;60,864276;19,655;99,82;13,56;30,31253368;14,61;5,373005916;58,39;56,3;53,7709508;53,14;15,18;47,79;44,27;12,945;54,08;10,16;4,15;26,49645696;17,46;51,99;28,69351203;4,206664849;10,534;8,937;2,183377656;99,14827073;19,465;81,64;99,13497;;111,75;5,697098586;65,38;22,73383701;;25,24;49,39;42,325;57,225;79,71958772;42,255;42,61175078;19,10322708;114,3;
14/03/2011;40,37;45,55;;9,387994572;60,04788495;19,335;96,9;13,52;30,66320606;14,125;5,497141338;57,78;55,8;53,4954042;53,07;15,115;47,175;43,73;12,87;53;10,02;4,08;26,20464576;17,12;51,72;28,6352708;4,219367411;10,448;8,876;2,219016982;96,68098657;19,24;80,68;96,0707982;;108;5,519064255;64,24;22,42019925;;24,455;48,4;41,815;56,425;78,4704204;41,595;42,04735673;18,85161416;113,2;
15/03/2011;39,12;44,145;;9,1872248;57,83101819;18,785;94,06;13,37;29,9515474;13,695;5,509754028;55,46;54,29;51,59610085;51,96;14,72;45,28;42,73;12,34;51,93;9,728;4,058;25,54807056;16,87;50,17;28,68380516;4,163617281;10,38;8,593;2,121477774;91,56365647;18,99;78,72;93,95291475;;105,3;5,378510836;62,45;21,6116019;;24,02;46,83;40,41;55,1;77,7890564;40,62;40,89876533;18,34838832;108,95;
16/03/2011;38,85;43,4;;9,101897646;56,88188063;18,78;91,26;13,15;29,46679439;13,33;5,331184891;53,96;53,09;50,35614115;50,34;14,5;44,375;42,34;12,1;50,97;9,617;4,022;25,02767392;16,52;49,46;28,05285851;4,074699353;10,25;8,39;2,00705678;91,10675199;18,975;76,79;90,8436816;;105,15;5,331659696;61,83;21,29306355;;23,515;46,12;39,595;53;75,5003722;39,82;39,85909208;17,903227;106,6;
17/03/2011;39,43;43,835;;9,166143974;58,62085994;19,065;95,05;13,4;30,2712781;13,945;5,504443421;55,31;54,13;51,53705515;51,75;15,3;44,875;43;12,195;52,78;9,72;4,102;25,3875744;16,78;49,24;28,14022035;4,157971698;10,316;8,612;2,065205154;91,38089468;19;78,39;93,41217855;;109,5;5,378510836;62,94;21,60670131;;24,19;47,26;40,08;55,2;78,80236696;40,79;40,8938145;18,51774317;107,3;
18/03/2011;38,92;43,215;;9,299655872;59,33769111;19,24;93,91;13,175;29,67307227;14,01;5,506434899;56,25;55,3;51,16309905;52;15,425;45,9;43,005;12,21;52,78;9,59;4,08;25,59184224;16,73;49,67;27,85872108;4,11139564;10,53;8,661;2,065205154;92,79729855;19,295;78,51;95,0794485;;107,7;5,509694027;62,65;21,68511075;;24,795;47,115;40,725;56,95;78,96834024;40,76;40,9334211;18,60483995;108,7;
21/03/2011;39,715;44,215;;9,326759792;60,6054203;19,565;96,88;13,51;30,47239903;14,525;5,665089262;56,93;55,44;52,38337685;53,18;15,575;46,86;43,98;12,315;53,31;10,67;4,158;26,28246208;16,83;50,11;28,6352708;4,251123814;10,678;8,971;2,13835956;94,57922599;19,895;80,48;98,233743;;110,1;5,528434483;64,15;22,19477211;;25,2;47,99;41,205;58,225;81,51908751;41,515;41,99289765;19,11774321;111,45;
22/03/2011;39,48;44,1;;9,269540407;60,39966321;19,465;97,01;13,5;30,37441704;14,495;5,642519185;56,46;54,59;52,2751264;52,57;15,48;46,465;44,205;12,25;53,06;10,8;4,212;26,4089136;17;49,96;28,73233951;4,269471958;10,8;9,07;2,13835956;94,21370241;19,94;80,03;98,00843625;;110;5,542489825;63,97;22,02325146;;24,865;47,655;40,885;58,425;79,93797362;41,63;41,79486465;18,9193561;109,65;
23/03/2011;39,94;44,015;;9,305678966;60,8908253;19,84;97,64;13,68;31,16342991;14,535;5,634553276;56,47;55,27;52,0192617;52,56;15,68;47,35;44,77;12,33;52,72;10,855;4,252;26,71531536;17,04;50,82;28,86823571;4,283585914;11,45;9,139;2,130856544;96,04132031;20,165;80,16;97,5127614;;109,55;5,537804711;64,71;21,9546432;;24,69;47,785;41,005;58,35;80,01659254;42,085;42,03745508;18,84193674;110,2;
24/03/2011;40,545;44,94;;9,457260144;61,70721636;20,18;99,18;14,065;31,40580641;14,725;5,711557067;58,37;57,6;52,75733295;53,39;16,195;49,015;45,26;12,42;53,91;10,85;4,308;27,05576176;17,3;51,48;28,92647694;4,333690461;11,546;9,354;2,143986822;96,72667702;20,37;81,32;99,3152154;;109,9;5,612766534;65,64;22,18007034;;25,315;48,54;42,155;59,275;81,248289;42,505;42,86424285;19,05483998;113,1;
25/03/2011;40,82;44,6;;9,441198562;61,49482194;20,185;98,77;13,685;31,71006628;14,68;5,658451004;59,03;57,46;52,4522635;53,09;16,385;48,995;45,255;12,51;53,76;10,735;4,28;27,01199008;17,33;51,47;29,21768309;4,308285339;11,356;9,324;2,13835956;97,77755731;20,45;82,17;98,8646019;;109,35;5,594026078;65,74;22,13106444;;24,68;49,1;42,945;59,375;82,04321366;42,575;42,73057058;19,05967869;113,05;
28/03/2011;40,285;44,905;;9,459267842;61,51473391;20,225;99,06;13,8;31,77194964;14,75;5,677701952;59,09;57,36;52,2357626;53,26;16,88;48,27;45,38;12,58;54,01;10,735;4,31;27,13357808;17,31;51,79;29,80009537;4,318870807;11,36;9,412;2,151489838;98,69136625;20,335;82;99,9460743;;108,95;5,795485979;65,11;21,73901724;;24,795;49,055;42,905;59,2;82,34895392;42,605;42,71076728;19,14677547;112,15;
29/03/2011;40,4;44,465;;9,483360215;62,14527985;20,285;97,89;13,745;31,72038017;14,735;5,606008767;59,27;57,39;53,4363585;53,1;16,645;48,35;45,465;12,59;53,51;10,76;4,378;27,31839184;17,29;51,84;29,46035487;4,351332908;11,508;9,38;2,05395063;98,59998536;20,38;82,23;99,36027675;;108,2;5,781430637;65,46;22,1016609;;24,8;49,05;42,95;59,4;82,31401218;42,755;43,0919808;19,21935612;112,2;
30/03/2011;40,7;44,905;;9,534556507;62,48378345;20,76;100,35;13,79;32,43719579;15,01;5,571489826;60,46;58,56;53,72174605;53,3;16,5;49,835;46,105;12,82;54,41;10,89;4,458;28,0138752;17,4;52,65;29,60595794;4,357684188;11,418;9,144;2,050199122;99,55948475;20,375;83,04;100,6219946;;109,45;5,734579497;66,58;22,26828096;;24,955;49,72;43,49;60,3;84,13098284;42,92;43,60191578;19,49032388;115,3;
31/03/2011;40,195;44,455;;9,504441041;62,23156508;20,54;99,03;13,5;32,07620951;14,745;5,438060843;61,03;58,75;53,7709508;51,61;16,18;49,85;46,095;12,72;53,55;10,87;4,448;27,96524;17,33;52,4;29,9942328;4,330161972;11,324;8,931;1,958287176;98,82843759;20,3;82,2;100,6670559;;111;5,65493256;65,9;22,10656149;;24,94;49,475;43,2;60,3;84,48040027;42,955;43,66132568;19,5000013;114,45;
01/04/2011;41,555;44,645;;9,683126138;63,16079067;21,16;100,7;13,575;32,41141105;15,21;5,582774864;61,89;61,22;55,29629805;53,44;16,5;51,59;46,435;12,91;52,81;11,095;4,496;27,5761584;17,65;53;30,57664509;4,387323498;11,514;9,18;1,97892047;100,5646746;20,8;83,4;101,838651;;114,15;5,612766534;66;22,38099453;;25,535;50,28;43,755;61,6;86,81276165;43,595;44,5178184;19,85322713;115,9;
04/04/2011;41,85;44,68;;9,717257;63,55903021;21,035;100,1;13,31;32,13293592;15,145;5,543609143;61,95;60,41;55,80802745;52,74;16,52;51,56;46,365;12,895;52,05;11,13;4,546;27,5032056;17,74;53;31,06198866;4,413434318;11,71;9,076;1,99767801;100,8388173;20,945;83,91;100,9824854;;113,35;5,715839041;65,87;21,87623376;;25,53;50,16;43,795;61,575;85,73830304;43,375;44,27522798;19,96935617;116,9;
05/04/2011;41,93;45,49;;9,661041463;63,5059316;21,01;100,55;13,2;32,30311517;15,035;5,464613874;62,28;61;53,78079175;52,47;16,465;52,42;46,7;12,875;51,6;11,125;4,618;26,97308192;17,69;53,53;30,86785123;4,378149426;11,764;8,998;1,99767801;101,11296;20,92;83,62;102,4695099;;113,05;5,804856207;65,96;21,562596;;25,37;50,58;44,195;61,525;84,62016725;43,565;44,39404778;19,81935616;117,2;
06/04/2011;41,85;45,64;;9,720268546;63,64531544;20,85;101,9;13,555;31,55535787;15,42;5,586757819;63,43;60,81;53,89888315;53,39;16,7;52,6;46,5;12,94;52,1;11,05;4,598;26,87581152;17,57;53,66;30,08159465;4,424019785;11,904;9,147;2,104595988;102,5293638;20,945;83,22;102,739878;;114,3;5,865762688;65,7;21,44498184;;24,695;50,55;43,82;61,375;85,47623996;43,065;43,89896528;19,89193681;116,85;
07/04/2011;41,25;45,38;;9,695172325;63,15415334;21,035;102;13,845;30,78697279;15,555;5,682348732;63,11;59,13;53,6528594;54,34;16,62;52,16;46,51;12,91;52,93;11,035;4,544;26,58400032;17,53;53,33;30,04276716;4,414845714;11,75;9,115;2,143986822;101,7069358;20,735;82,85;100,8923627;;113,6;5,870447802;65;21,48418656;;24,24;50,45;43,795;59,525;84,11351197;42,835;43,3890303;19,71290454;114,3;
08/04/2011;40,935;45,605;;9,717257;63,79797393;20,91;103,65;13,7;30,34347536;15,85;5,749395137;63,83;58,54;54,11538405;54,7;16,59;52,04;46,855;12,87;54,45;11,065;4,6;26,6764072;17,72;53,82;29,84862973;4,445896419;11,77;9,215;2,11960202;103,5802441;21;83,51;100,2164424;;115,85;5,847022233;65,65;21,49888833;;24,015;50,74;44,19;60,725;84,10477653;43,15;44,01283425;19,94032391;112;
11/04/2011;41,27;45,515;;9,668068405;63,46610765;20,875;104,35;13,78;30,78181584;15,775;5,722178279;64,41;57,1;54,50902205;54,11;16,2;50,65;46,495;12,825;54,93;11,145;4,59;26,58886384;17,66;53,65;30,09130152;4,426842577;11,728;9,189;2,130856544;102,8035065;21;83,56;100,1713811;;115,15;5,893873372;65,09;21,35677122;;23,595;51,27;44,3;58,5;83,35352904;43,005;43,21575143;20,02258198;110,45;
12/04/2011;40,93;45,135;;9,665056859;62,39749822;20,655;103,55;13,685;30,33831841;15,55;5,661770133;62,59;56,64;53,87920125;53,39;15,97;50,47;46,255;12,745;54,35;11,02;4,542;26,46727584;17,31;53,78;30,38250766;4,407083037;11,79;9,07;2,11022325;102,9862683;20,67;82,26;98,9547246;;115,4;5,701783699;64,56;20,88631458;;23,185;51,19;43,5;56,45;81,248289;41,94;42,37411118;19,85322713;108,65;
13/04/2011;41,57;45,485;;9,777487932;63,04795613;20,915;104,4;14,265;29,17800537;15,69;5,642519185;63,05;57,59;54,8140915;53,47;16,37;51,1;46,835;12,805;54,42;11,09;4,63;26,63263552;17,33;54,5;30,3339733;4,409905829;11,758;9,162;2,11022325;103,8543868;20,875;83,09;100,2164424;;115,85;5,67835813;65,2;20,99902815;;24;51,43;44,05;56,375;81,88597582;42,05;42,90384945;19,91613036;111,6;
14/04/2011;41,615;45,88;;9,769457141;62,90193497;20,875;102,55;14,27;28,33226608;15,42;5,513073157;62,97;57,94;54,5779087;52,64;16,21;49,79;47,755;12,735;54,49;11,08;4,6;26,35541488;17,2;54,5;31,24641922;4,347804418;11,682;8,814;2,061453646;104,5397435;20,765;82,27;100,2164424;;115,6;5,622136762;64,87;20,94022107;;24,055;51,17;44;55;81,41426228;41,64;42,37411118;19,6935497;112,3;
15/04/2011;42,56;46,87;;9,862815085;63,09441741;21,06;103,3;14,28;28,67262457;15,32;5,485856299;64,05;58,12;54,715682;52,1;16,14;49,47;48,595;12,74;54,1;11,26;4,64;26,49159344;17,15;55,35;30,96491995;4,302639756;11,858;8,702;2,02581432;104,996648;20,78;83,89;100,937424;;115,25;5,622136762;64,95;20,66578803;;24,145;51,86;44,415;54,925;82,70710679;41,675;42,37411118;19,63064647;112,7;
18/04/2011;42,3;46,755;;9,70822236;62,02580799;20,545;98,37;13,875;28,02284927;14,44;5,343133755;62,26;57,21;53,58397275;50,63;15,485;48,625;48,03;12,61;52,86;11,11;4,512;25,75720192;16,85;54,69;30,72224816;4,234187065;11,632;8,367;1,94140539;103,5345537;20,76;81,77;98,90966325;;112,55;5,490953571;63,54;20,4844662;;23,5;50,78;43,785;54,325;80,74163372;40,66;41,3492904;19,17096902;111,3;
19/04/2011;43,14;47,385;;9,657026068;62,14527985;20,62;98,92;14,04;27,58966573;14,625;5,375661219;62,33;58,79;53,1608119;50,13;15,535;49,08;48,585;12,57;52,76;11;4,526;25,75720192;16,84;55,29;31,24641922;4,235598461;11,74;8,394;1,962038684;104,996648;21;83,2;103,8213504;;113,4;5,420676861;66,7;19,92579894;;23,75;51,19;44,265;55,85;80,67175023;40,54;41,43840525;19,35000129;113;
20/04/2011;42,88;48,55;;9,670076103;64,23603742;21,26;101,2;14,445;29,05423864;14,93;5,430758759;65,3;60,53;55,4635942;50,54;15,83;51,12;49,05;12,91;54,64;11,235;4,618;26,48672992;17,25;55,77;30,58635196;4,284291612;11,908;8,718;1,954535668;106,0932187;20,98;85,88;106,0744179;;115,2;5,56123028;66,4;20,11202136;;24,32;52,5;44,97;57,125;83,38847079;41,875;42,88899698;19,90645294;118,4;
21/04/2011;42,88;49,02;;9,686137685;64,97941789;21,235;102,2;14,435;28,8737455;15,105;5,469924481;65,86;61;55,72929985;51,42;16,42;51,3;48,92;12,85;55,1;11,06;4,67;26,41377712;17,37;55,51;31,35319481;4,312519526;11,928;8,73;2,037068844;107,6923844;20,98;85,68;107,5163811;;109,65;5,58465585;66,14;19,69057062;;24,555;52,73;45,85;58,65;83,83397802;42,05;43,05732503;19,67903357;118,6;
26/04/2011;43,665;49,225;;9,403052305;65,30464685;21,43;103,15;14,52;29,21926094;15,325;5,54095384;66,6;61,71;56,2115064;51,72;16,505;51,96;49,04;13,015;55,24;11,23;4,7;26,5791368;17,47;55,64;30,91638559;4,343570231;12,016;8,789;2,033317336;107,9665271;20,985;85,66;107,9669946;;109,9;5,58465585;66,48;19,87679304;;24,495;53,17;45,9;58,65;84,60269637;42,03;43,34447288;20,00322714;120,7;
27/04/2011;42,82;49,11;;9,458263993;65,79580894;21,27;104;14,175;29,13674979;15,515;5,62592354;67,83;61,94;56,6248263;52,16;16,49;52,78;49,085;13,145;55,28;11,06;4,764;26,72990592;17,79;55,5;31,54733224;4,368269656;11,94;8,776;2,087714202;108,2406697;21,14;86;107,0207063;;109,7;5,767375295;67,2;19,81798596;;24,08;53,26;45,68;59,425;84,88223032;42,595;43,73063723;20,19677554;126,5;
28/04/2011;43,01;49,8;;9,464287086;65,74934766;21,125;105,6;14,125;29,214104;15,69;5,709565589;68,56;63,18;57,77621745;53,03;16,51;53,09;49,135;13,295;55,5;11,185;4,832;27,01199008;17,93;56,14;32,12003765;4,426136879;12,078;8,84;2,10084448;110,3881208;21,135;86,77;108,14724;;111,4;5,9032436;67,73;19,69547121;;25,565;53,3;43,09;60,625;85,81692196;43,005;44,3197854;20,49193685;131;
29/04/2011;43,05;50,26;;9,515483378;66,29360836;20,89;106,3;14,14;28,83248993;15,15;5,723505931;69,4;63,67;58,40603825;53,43;16,75;52,19;49,455;13,36;56,1;11,215;4,814;26,870948;18,05;56,52;32,03267581;4,424725483;12,108;8,9;2,102720234;110,3424303;21,145;85,61;109,2737738;;111,45;5,828281777;67,86;19,62196236;;26,2;53,4;43,5;59,65;85,79945109;43,22;44,6564415;20,50161427;133;
02/05/2011;43,045;50,2;;9,572702763;66,37325627;20,77;105,9;14,29;28,82733298;15,16;5,557549484;68,62;64,44;57,20544235;53,39;16,75;52,51;49,275;13,36;56,32;11,27;4,816;26,97308192;18;56,39;32,03267581;4,450836304;12,042;8,997;2,083962694;110,205359;21,225;86,2;108,8231603;;110,9;5,898558486;68,35;19,77878124;;26,22;53,88;43,915;59,35;85,45876909;43,045;44,42375273;20,57419492;134,75;
03/05/2011;42,86;50,23;;9,542587297;66,10776325;20,75;106,35;14,075;28,80154825;15,215;5,566843045;68,62;63,37;57,61876225;53,45;16,635;51,65;49,26;13,38;55,65;11,31;4,804;27,05576176;17,82;56,28;31,79000402;4,445896419;12,048;8,947;2,089589956;111,1191679;20,885;86,59;108,6429149;;111,05;5,893873372;68,07;20,1414249;;26;53,9;43,745;58,925;85,07440991;42,76;44,3989986;20,23548522;132,5;
04/05/2011;41,45;49,885;;9,53154496;64,34223463;20,47;104,7;13,845;28,94594276;14,995;5,497805164;66,59;62,35;56,47721205;54,05;16,225;50,74;48,775;13,255;55,43;11,27;4,73;25,95660624;17,46;55,65;31,45026352;4,409200131;12,188;8,785;2,031441582;110,0225972;20,82;85,79;106,344786;;110,85;5,472213115;66,98;20,01400956;;25,555;54,32;43,2;57,475;82,65469418;41,765;43,75539135;19,98871101;126,8;
05/05/2011;40,7;53,5;;9,516487227;64,70065021;20,4;100,45;13,85;29,15222063;15,025;5,443371449;66;61,36;57,0578281;53,98;15,96;50,65;49;13,27;55,55;11,165;4,706;25,75720192;17,35;56,09;32,03267581;4,404965944;12,2;8,927;1,995802256;109,2458596;20,56;85,89;106,344786;;111,75;5,467528001;68,28;19,78368183;;25,35;54,05;42,97;57,15;82,81193202;41,175;43,46329268;18,52258188;128,7;
06/05/2011;41,29;52,88;;9,689149232;65,74271034;20,95;101,85;14,25;29,20894705;15,19;5,497141338;68,41;62,82;58,0419231;54,43;16,515;51,33;49,89;13,49;56,23;11,23;4,662;25,98578736;17,47;56,63;32,37241631;4,426136879;12,34;8,985;2,018311304;110,8907157;20,805;86,61;108,3274854;;112,05;5,547174939;69;20,10712077;;26,095;55,21;43,39;58,4;83,81650715;41,61;44,15640818;18,57096898;130,4;
09/05/2011;41,13;52,92;;9,600810532;65,0325165;20,97;99,45;14,13;29,53899165;14,655;5,343797581;65,64;61,28;56,81180435;52,94;16,4;50,7;49,6;13,485;56,05;11,12;4,61;25,38271088;17,26;56,13;32,17827888;4,325222087;12,006;8,593;1,973293208;110,4338112;20,935;85,71;106,7953995;;110,1;5,519064255;68,67;19,90129599;;26;54,96;43,69;57,25;82,86434464;41,27;43,49299763;18,30000122;127,6;
10/05/2011;41,195;53,06;;9,689149232;65,88209418;21,515;101;14,065;29,87935014;14,925;5,428103456;66,3;62,67;57,54003465;54,13;16,61;51,03;48,42;13,66;57;11,225;4,692;25,54807056;17,48;56,66;33,05189731;4,364741167;12,056;8,961;2,008932534;110,9820966;21,295;85,89;108,4176081;;112,95;5,640877218;68,4;19,97480484;;26,75;55,01;44,26;57,75;83,88639063;41,81;44,27027715;18,54193672;130,5;
11/05/2011;40,89;52,77;;9,753395559;63,86434719;21,76;101,65;13,9;28,85827466;15,05;5,430094933;64,87;63,17;57,7270127;54,62;16,55;50,8;49,1;13,74;56,99;11,285;4,74;25,51888944;17,55;56,53;33,05189731;4,398614663;12,336;8,952;2,008932534;112,8097145;21,48;86,53;110,8959824;;112,25;5,720524155;69,49;20,28354201;;27,79;55,84;44,615;57,775;83,85144889;41,525;44,46335933;18,78387222;129,45;
12/05/2011;41,39;52,9;;9,779495629;63,00813218;21,815;100,2;14,025;29,30177209;14,795;5,424784327;64,14;63,21;56,96925955;54,14;16,15;50,88;49,18;13,69;57,04;11,32;4,676;25,30003104;17,32;56,51;32,9548286;4,364741167;12,282;8,781;1,973293208;111,4390011;21,27;85,61;109,0034057;;111,75;5,673673016;69,05;20,15612667;;27,365;55,97;44,555;56,925;82,78572571;40,945;43,6464732;18,49354962;128,6;
13/05/2011;42;51,67;;9,777487932;62,9085723;23,09;98,2;13,9;28,92531497;14,62;5,319899853;64,06;61,86;57,28416995;53,62;16,08;50,56;49,88;13,725;54,35;10,49;4,748;25,14926192;17,2;56,61;32,96453547;4,318870807;12,34;8,626;1,926399358;111,3476202;21,38;85,27;108,8231603;;111,3;5,640877218;69,48;20,11692195;;27,57;56,26;44,485;56,125;81,35311423;40,695;43,4286369;18,77903351;128,45;
16/05/2011;42,135;52,26;;9,678106894;62,79573776;22,6;97,54;13,91;29,39459714;14,55;5,353754968;64,39;61,54;57,471148;53,08;15,89;50,09;49,68;13,81;56,4;10,47;4,72;25,17357952;17,07;56;33,19750038;4,306873943;12,4;8,528;1,935778128;111,8502151;21,5;85,5;108,7780989;;110,5;5,673673016;69,18;19,83758832;;27,495;53,74;44,4;56,375;81,50161664;40,555;43,33457123;18,61451737;127,45;
17/05/2011;42,225;51,3;;9,646987579;61,70057903;22,05;96,04;14,09;28,67778152;14,32;5,313261595;62,4;60,57;56,093415;52,83;15,77;49,12;49,245;13,595;53,95;10,36;4,652;25,15412544;16,9;54,77;33,14896603;4,301934058;12,348;8,37;1,888884278;109,4286214;21,4;84,93;106,8855222;;108,8;5,636192104;68,26;19,43573994;;27,43;53,03;43,6;55,7;80,46209977;40,34;42,5572917;18,48871091;124,05;
18/05/2011;42,075;51,31;;9,626910602;62,45723415;22,27;96,71;13,99;29,04392475;14,47;5,357074097;63,08;61,25;57,0184643;53,4;15,555;49,285;49,875;13,575;54,65;10,535;4,698;25,47025424;17,04;55,39;33,35281033;4,290642893;12,336;8,397;1,881381262;110,7079539;21,54;85,77;108,3725468;;109,6;5,636192104;68,51;19,20541221;;27,58;53,52;43,75;56,25;80,15635952;40,765;42,88404615;18,57096898;124,4;
19/05/2011;42,145;51,32;;9,70822236;63,09441741;23,025;97,42;14,13;28,87890245;14,835;5,349108187;63,58;61,98;56,89053195;54,34;15,75;49,71;50,65;13,67;54,85;10,61;4,73;25,68911264;17,1;56,12;33,19750038;4,306168245;12,518;8,415;1,88513277;111,0734775;21,81;87,06;108,5077308;;109,7;5,579970736;69,17;19,4063364;;27,795;54,74;44,09;57,075;81,97333018;41,26;43,6068666;18,64354963;126,25;
20/05/2011;42,57;51,91;;9,727295488;62,88866032;22,715;96,14;14,095;28,82733298;14,69;5,247542842;62,66;60,98;56,0540512;52,32;15,46;48,85;50,62;13,61;55,06;10,51;4,682;25,38271088;17,05;55,81;33,68284396;4,248301022;12,22;8,305;1,817605626;111,3476202;21,53;86,11;107,2910744;;108,25;5,528434483;69,18;19,12210218;;27,905;54,04;43,6;56,5;80,14762408;41,07;43,26030885;18,63871092;124,9;
23/05/2011;41,62;51,05;;9,69918772;61,79350159;22,4;94;13,86;28,11567431;14,34;5,159254012;61,23;59,13;54,92234195;51,37;15,075;47,39;50,27;13,46;54,55;10,415;4,646;24,83799664;16,2;55;33,87698139;4,210193339;12,176;8,125;1,694;105,1794098;21,35;85,52;104,5873934;;106,45;5,387881064;67,6;18,66144672;;27,42;53,55;42,925;54,575;78,70627716;39,49;42,4780785;18,28064638;120,75;
24/05/2011;41,545;51,51;;9,739341675;62,50369543;22,565;93,51;14,07;27,64639215;14,305;5,189789999;61,69;60,28;55,31597995;51,32;15,18;47,9;49,565;13,4;54,8;10,31;4,652;24,9741752;16,35;55,22;34,55646239;4,211604734;12,12;8,117;1,676;107,555313;21,385;85,57;106,0744179;;105,35;5,415991747;68,93;18,66144672;;28,36;54,11;42,975;54,8;79,37890573;39,445;42,8741445;18,3387109;122,55;
