;ABI.BR;ADSGn.DE;ADYEN.AS;AD.AS;AIRP.PA;AIR.PA;ALVG.DE;AMA.MC;ASML.AS;AXAF.PA;SAN.MC;BASFn.DE;BMWG.DE;BAYGn.DE;BNPP.PA;CRH.I;DAIGn.DE;DANO.PA;DPWGn.DE;DB1Gn.DE;DTEGn.DE;ENEI.MI;ENGIE.PA;ENI.MI;ESLX.PA;FLTRF.I;IBE.MC;ITX.MC;INGA.AS;ISP.MI;PRTP.PA;KNEBV.HE;OREP.PA;LVMH.PA;LINI.DE;MUVGn.DE;NOKIA.HE;PERP.PA;PHG.AS;PRX.AS;SAF.PA;SASY.PA;SAPG.DE;SCHN.PA;SIEGn.DE;TOTF.PA;SGEF.PA;VIV.PA;VOWG_p.DE;VNAn.DE
23/01/2015;107,1;60,54;;16,33505012;88,42599942;49,28;147,75;34,06;94,43;20,695;5,577615121;76,83;102,8;126,0625695;49;22,35;79,66;60;27,84;66,52;14,895;3,978;18,97259152;15,05;99,34;67,01624054;4,943123181;26,6;11,385;2,614;165,1808573;42;155,65;141,85;;178,3;6,95029864;106,7;26,2181565;;59,44;83,58;57,49;68,24;91,04746;45,945;49,29;21,14;203,8;29,96301841
26/01/2015;107,1;61,57;;16,46524979;90,03594024;50,14;148,7;34,51;94,78;20,76;5,610836589;77,67;105,25;127,3910978;49,33;22,2;81,05;60,16;28,975;67,08;15,17;4,078;19,14281472;15,19;99,12;68,19077199;4,967433623;27,04;11,375;2,63;166,1568838;43,27;158,65;144,65;;179,1;6,9601016;107,65;26,2671624;;59,27;82,95;58,26;68,7;92,760234;46,685;49,525;21,23;205,25;30,39119746
27/01/2015;106,1;61,41;;16,47526514;89,35171539;49,07;146,8;34,955;93,84;20,85;5,517457328;77,2;102;125,570522;48,845;21,725;78,63;60,07;28,49;67,86;15;4,022;18,93368336;15,22;97,94;66,89975808;4,969864667;26,615;11,305;2,622;165,2273348;42,6;156,3;145,1;;178,6;6,93069272;105,9;24,72837714;;59,09;81,88;57,6;67,27;89,9927518;46,39;47,775;21,22;201,95;29,89641278
28/01/2015;107,35;61,4;;16,20485046;88,98947871;48,955;147,75;35,86;93,73;20,93;5,351349988;78,57;103,1;127,145074;47,5;21,695;79,91;59,88;28,74;67,98;15,235;4,004;19,22549456;15,2;98,34;67,9481002;4,973106059;26,46;11,05;2,59;166,7146132;42,7;157;145,2;;180,15;7,0091164;106,95;24,45884469;;59,29;81,99;57,31;66,98;85,6567292;45,565;46,99;21,16;204,2;29,77747416
29/01/2015;108,35;61,43;;16,32002708;90,3579284;48,275;148,2;35,66;93,33;21,155;5,409712026;79,16;102,95;126,7022313;47,65;21,46;80,29;60,16;28,925;68,39;15,49;4,042;19,44921648;14,93;99,12;67,36568791;5,009571722;26,285;11,195;2,622;167,31882;40,35;160,2;144,7;;180,3;6,739535;108,15;24,24321873;;59,74;82,26;57,79;67,35;84,376656;44,91;47,345;21,155;204,15;29,5919299
30/01/2015;108,1;61,19;;16,05962776;90,1566858;47,2;146,4;35,59;93,28;20,855;5,351349988;79,5;103,4;126,0133648;46,775;21,315;80,48;59,57;28,77;68,03;15,285;4,006;19,1865864;14,9;99,07;67,22008484;4,965812927;26,135;11,12;2,598;166,7610906;39,95;159,05;143,5;;178;6,71012612;106,6;24,05699631;;59,19;82;57,86;67;83,83578;45,5;46,84;21,035;198,3;29,3064772
02/02/2015;108,1;61,79;;16,15477366;91,04215325;46,87;148,95;35,315;90,85;20,815;5,32890305;81,15;104,25;126,9974598;47,195;22,965;81,21;59,34;29,175;68,18;15,555;3,962;19,29358384;15,09;97,56;67,01624054;4,913950651;26,12;11,24;2,564;165,5991544;39,57;157,7;143,3;;181,55;6,58268764;107,7;24,19911342;;58,93;82,07;58,7;67,2;85,503481;47;47,305;21,01;202,25;29,35405265
03/02/2015;108,85;63,33;;16,07965847;91,04215325;47,245;150,2;35,305;90,22;21,095;5,574023611;80,79;106,3;127,5879168;48,405;23,06;82,15;59,32;29,44;68,4;15,695;4,068;19,1622688;15,65;97,2;67,10360238;4,963381882;26,605;11,525;2,64;165,2738122;39,82;155,75;144,5;;182,4;6,70032316;105,55;24,64016652;;59,08;81,51;59,12;68,7;86,5491746;48,28;48,2;21,13;207,1;29,3064772
04/02/2015;109,25;63,83;;16,11971991;91,68612958;47,635;149,6;35,5;89,99;21,01;5,548883041;80,98;106,65;127,6371215;48,805;23,725;82,63;59;29,535;68,61;15,79;4,036;19,06986192;15,43;96,48;65,80288161;4,934209352;26,47;11,27;2,616;168,9920082;39,72;157,95;156,25;;181,85;6,70032316;108,05;24,39023643;;59,91;81,59;59,6;68,3;86,1254884;47,75;48,325;21;209,8;29,65377799
05/02/2015;108,75;63,65;;16,16478902;91,7263781;48,41;148,75;35,595;89,21;20,72;5,486031615;81,43;106,65;125,767341;47,005;23,37;82,78;59,12;29,34;68,6;15,84;3,916;18,62241808;15,69;96,2;66,89005121;4,870191855;26,395;11,19;2,574;168,248369;41,07;158;153,5;;180,25;6,74443648;107,8;24,63526593;;60,57;84,53;59,68;68,33;86,810598;48,08;49,62;20,865;212,7;29,69659589
06/02/2015;107,4;63,39;;16,1948351;90,31767988;48,345;149,15;35,545;90,07;20,86;5,513865818;80,9;106,85;123,2578988;47,17;23,27;82,35;58,89;28,965;69,15;15,895;3,9;18,49110304;15,56;95,97;66,97741306;4,853984894;26,22;11,14;2,574;169,9680347;40,88;157,6;152,8;;180,45;6,71012612;105,75;24,38043525;;60,36;85;59,2;68;85,909138;47,68;49,405;20,815;214,25;29,67280817
09/02/2015;106,15;62,41;;16,46524979;90,3579284;48,235;146,9;34,55;87,26;20,43;5,395345986;80,27;102,5;119,665952;45,7;23,66;80,64;58,5;28,125;68,35;15,555;3,802;18,17497424;15,45;95,1;66,54060384;4,748639646;25,635;11,045;2,49;167,7835945;40;155,95;150,6;;179,35;6,5434758;105,8;24,04719513;;59,18;84,82;58,81;67,24;84,8454152;47,95;50,48;20,495;207,5;29,60620254
10/02/2015;107,2;62,71;;16,38011924;91,44463845;49,735;146,2;34,865;89,55;20,855;5,447422882;80,67;104,7;121,7817563;46,17;23,92;82,16;58,67;28,28;68,65;15,775;3,844;18,44246784;15,42;95,77;66,68620691;4,785105309;26,41;11,21;2,59;170,4792866;39,56;157,55;156,15;;180;6,75423944;107,15;24,26772168;;60,53;85,27;59,12;67,7;85,1969846;47,35;51,34;20,645;209,1;29,61571763
11/02/2015;107,6;63,51;;16,42018067;91,36414141;49,42;146,45;34,82;91,12;20,655;5,369307538;80,94;104,45;121,634142;46,065;24,005;82,44;58,67;27,795;69,24;15,64;3,858;18,2625176;15,09;95,15;66,5891382;4,681380757;25,85;11,62;2,6;170,1539445;39,52;158,4;156,55;;179,9;6,80815572;107,6;24,3559323;;60,3;85;59,15;68,2;85,0797948;46,95;51,15;20,74;210,25;29,94874578
12/02/2015;107,85;65,33;;16,43019603;93,21557335;49,775;148,2;35,39;90,65;20,845;5,510274308;82,7;106,7;123,9467653;47,25;24,55;83,14;58,14;28,935;70,93;15,805;3,876;18,2868352;15,48;96,2;66,54060384;4,726760248;26,32;11,995;2,732;169,8286023;39,91;157,9;159,15;;182,35;6,84736756;103,2;24,75778068;;60,77;84,92;60,33;68,59;85,0888094;47,35;51,41;20,805;214,45;31,15240466
13/02/2015;106,4;64,88;;16,39013459;93,33631892;49,75;148,6;35,52;91,34;20,84;5,647649567;83,25;107,8;124,4388128;48,41;24,6;83,19;57,92;28,95;70,79;15,94;3,904;18,20901888;15,84;96,16;65,71551977;4,737294773;26,645;12,35;2,818;170,0145121;40,35;156,05;158,5;;182,4;6,92088976;103,7;24,81168717;;60,46;86,73;60,69;69,46;86,5041016;47,375;51,71;20,715;212,65;31,72806761
16/02/2015;106,15;65,03;;16,36008852;92,53134851;50,45;147,1;35,475;91,02;20,535;5,63956867;82,81;106,6;123,405513;49,175;24,645;82,83;57,2;28,975;69,97;15,84;3,864;18,0922944;15,69;95,4;64,79336698;4,677329016;26,4;12,305;2,792;168,3878014;40,07;154,5;156,95;;180,85;6,9110868;103,3;24,71367537;;60,81;85,72;60,69;69,09;85,8550504;47,115;52,74;20,68;213,85;31,87079396
17/02/2015;107,75;63,63;;16,29999637;91,84712366;50,67;147;35,475;89,96;20,605;5,662913485;82,24;106,75;123,6515368;49,52;24,36;82,44;57,85;28,665;69,21;15,76;3,868;18,22847296;15,72;95,07;64,79336698;4,712173983;26,41;12,385;2,84;165,970974;40;155,4;157,6;;179,75;6,92088976;103,6;24,48334764;;60,51;85,53;60,48;69,15;86,2156344;47,28;52,49;20,815;212,35;32,18003438
18/02/2015;106,9;64,66;;16,47526514;92,49109999;51,39;146,45;35,77;91,21;21,005;5,756292747;82,93;108,75;123,0610798;50,91;25,105;83,63;58,22;29,07;69,1;15,6;3,91;18,17011072;16,25;96,33;64,93897005;4,69677737;26,89;12,62;2,888;166,1568838;40,19;155,45;158,75;;180,1;6,9601016;102,35;25,01751195;;61,2;86,71;60,53;70,01;87,261328;47,265;52,48;20,945;217,15;32,29421546
19/02/2015;108,5;67,87;;16,71062607;92,97408223;51,99;146,9;36,04;92,23;21,25;5,79490148;82,71;109,45;122,815056;51,43;24,85;84,08;59,15;29,21;70;15,65;3,95;18,17011072;16,25;100,5;66,00672591;4,80536401;27,58;12,595;2,89;166,2963161;40,18;157,1;160,8;;181,3;6,984609;103,9;25,19393319;;61,2;87,84;60,77;71,42;87,8743208;45,98;52,68;21,315;223,15;32,29421546
20/02/2015;107,95;68,82;;16,8258027;93,25582187;52,46;146,6;35,94;91,58;21,15;5,753599114;83,49;111,1;122,5198275;51,29;24,83;84,78;60;29,635;70,9;15,915;3,954;18,08256736;16,37;99,31;65,86112284;4,785915657;27,3;12,61;2,904;166,9470004;40,38;157,6;161;;178,5;6,97480604;103,2;25,20863496;;61,63;87,39;60,93;71,38;87,8743208;46,035;52,72;21,15;225;32,0658533
23/02/2015;110,2;69,23;;17,19637097;93,29607039;52,84;147,9;36,675;93,06;21,295;5,79130997;83,56;111,65;124,2911985;51,76;24,95;84,97;59,73;29,92;72,83;15,82;3,968;18,29169872;16,44;101,5;66,49206948;4,828053756;27,79;12,925;2,918;166,4822259;40,75;158,75;161,25;;180,45;6,9355942;104,65;25,5810798;;61,69;89,05;61,73;71,33;88,34308;46,29;52,82;21,39;228,65;32,2561551
24/02/2015;111,05;68,92;;17,21640169;93,81930116;51,85;149,2;35,92;96,44;21,435;5,800288745;84,61;110,65;125,96416;51,98;24,92;85,22;60,49;30,145;73,14;16,095;4,062;18,71482496;16,65;102,65;65,86112284;4,943123181;28,145;13,12;2,922;167,5976847;40,14;159,3;161,2;;181,75;6,94049568;104,4;25,89961815;;60,92;88,75;61,78;70,94;88,6225326;47,185;53,16;21,56;226,1;32,351306
25/02/2015;110,2;68,23;;17,05615595;93,98029524;51,4;149,95;36,415;96,47;22;5,765271522;85,12;109,65;125,2752935;51;24,97;85,02;60,47;30,2;72,63;16,13;4,048;18,76346016;16,48;102,7;66,22027708;4,900985082;27,915;13,05;2,878;166,4357485;40,96;159,45;161,6;;182,5;6,984609;103,85;25,973127;;63,03;89,1;61,88;71,26;89,0462188;47,35;52,89;21,56;223;32,20857965
26/02/2015;113,6;68,89;;16,84082574;94,62427157;51,63;149,05;36,625;96,72;22,47;5,836203846;87,02;112;129,90054;51,61;25,1;85,55;61,85;30,275;72,85;16,19;4,03;18,9434104;16,54;103,65;66,10379462;4,950416313;28,04;13,27;2,946;168,8525759;41,6;161,2;161,95;;184;7,02872232;105,95;26,06623821;;62,52;87,54;62,57;71,61;89,1814378;47,25;53,47;21,775;224,9;32,62248607
27/02/2015;113,7;69,43;;16,79074894;95,06700529;55,33;149,6;36,85;96,61;22,69;5,865833804;85,65;113;129,9497448;52,09;25,315;86,51;62,33;30,43;72,9;16,67;4,118;19,332492;16,68;104,45;65,52138234;4,948795617;28,085;13,355;2,984;169,177918;41,18;162,25;163,9;;185,5;7,04342676;105,95;26,23775886;;62,9;87,7;62,84;71,98;89,9837372;48,235;53,02;21,815;225,5;32,80327278
02/03/2015;113,8;68,88;;17,15630954;94,78526565;56,09;151,25;36,86;98,34;22,465;5,873914701;85,78;114,2;129,8021305;52,54;24,975;86,67;61,8;30,395;71,92;16,665;4,158;18,90936576;16,52;104,5;65,18164184;4,913950651;28,395;13,43;2,946;168,759621;41,52;162,1;164,75;;185,6;7,107146;105,25;26,10544293;;63,76;86,4;63,35;70,93;88,9109998;47,19;53,05;20,74;227;33,23145183
03/03/2015;112,85;68,44;;17,18134794;93,94004672;55,4;149,45;36,885;97,29;22,225;5,773352419;85,25;111;129,3592878;50,91;24,395;85,6;61,5;29,82;69,96;16,325;4,074;18,47164896;16,33;102,85;70,66602421;4,8304848;28,175;12,96;2,894;167,7835945;40,79;161,1;162,4;;184,45;7,06303268;105,2;25,93882287;;63;86,16;62,79;70,95;88,2799778;47,125;52,04;21,035;221,6;32,40839654
04/03/2015;114,35;69;;17,61701604;94,86576269;56,52;151,05;37,43;98,21;22,53;5,833510213;85,85;113;130,3925875;51,92;24,61;87,99;61,37;30,07;70,61;16,72;4,114;18,481376;16,33;104,35;72,02498621;4,870191855;27,77;13,12;2,89;169,0849631;40,07;163,3;165,1;;185,35;7,11694896;106,3;25,92902169;;63,77;87,45;63,07;71;88,6225326;47,435;52,74;21,405;224,2;32,42742672
05/03/2015;115,85;71,37;;17,75222338;95,6707331;59,21;150,75;38,02;99,45;22,68;5,867629559;87,36;114,5;131,2290683;52,14;24,905;89,15;62,4;30,33;71,83;16,74;4,14;18,5786464;16,41;106,8;72,58798476;4,892071253;27,875;13,365;2,95;169,177918;40,43;164,75;167,7;;187,25;7,1806682;106,4;26,13484647;;65,67;87,84;63,59;71,83;89,7313284;47,47;53,65;21,615;225,65;31,399797
06/03/2015;115,7;71,97;;17,93750752;95,4694905;59,42;151,25;38,08;99,21;22,79;5,818246295;88,17;115,3;131,5242968;52,08;24,94;89,92;62,42;30,37;72,01;16,76;4,09;18,37924208;16,26;105,2;71,7920213;4,811036447;28,06;13,405;2,96;170,2468994;40,55;165,6;168,9;;187,05;7,17576672;106,65;26,2181565;;65,63;87,65;63,47;71,95;89,6682262;47,005;54,15;21,56;229,85;31,00016322
09/03/2015;114,5;71,47;;18,11778398;95,59023606;58,88;151,55;37,55;99,19;22,835;5,819144173;88,47;114,35;133,8861248;51,96;24,065;90,14;61,79;30,36;71,27;16,825;4,078;18,2868352;16,58;104,6;71,50081515;4,80536401;27,785;13,335;2,986;170,2004219;40,14;165,3;167,8;;187,85;7,10224452;105,8;25,96332582;;65,84;87,6;63,02;70,86;89,7673868;46,685;54,15;21,52;232,2;30,69568034
10/03/2015;111,5;70,42;;17,95253056;94,62427157;58,88;150,65;37,545;99,23;22,395;5,66830075;87,4;113,7;133,9845343;51,04;24,05;88,7;60,85;30,25;70,95;16,415;4,038;17,93666176;16,16;104,7;72,07352057;4,781053568;27,36;13,21;2,974;171,3158807;39,82;164,8;166,25;;188,85;7,01891936;105,25;25,46346564;;66,08;86,38;62,6;70,18;89,3076422;45,18;53,86;21,6;231,3;30,75277088
11/03/2015;115,5;71,36;;18,15784541;97,48191652;61,43;153,85;38,01;101,75;22,82;5,753599114;90,48;119,35;138,8558045;52,01;24,54;92,07;61,97;29,725;72,34;16,8;4,166;18,03393216;16,43;106,65;72,31619236;4,85155385;27,65;13,455;3,018;176,7537424;40,47;169,7;171,5;;189,45;7,2051756;107,8;26,10054234;;67,75;89,27;63,75;72,35;92,039066;45,465;54,69;22;242,25;31,19998011
12/03/2015;114,95;71,24;;18,19790685;97,15992836;62,08;154,5;37,79;98,75;23,11;5,782331195;90;118,55;138,0193238;51,6;25,415;92,65;61,63;28,7;73;17,12;4,124;17,73239392;16,33;106,75;74,25756665;4,817519231;27,625;13,475;3,04;177,5903365;40,43;169,05;170,6;;193,85;7,12185044;106,55;26,09074116;;66,8;89,5;63,8;71,83;92,129212;45,44;54,29;21,75;241,4;31,0191934
13/03/2015;115,1;70,86;;18,16285309;97,11967984;63,56;155,5;38,24;100,55;23,405;5,769760909;90,53;119,95;139,4462615;51,68;25,45;93,1;62,19;29,1;73,61;17,15;4,108;17,73239392;15,58;107,5;76,05333787;4,814277839;28,16;13,53;3,048;176,4748777;40,42;171,75;171,25;;194,4;7,15125932;107,3;26,17405119;;66,57;89,83;64,7;73,51;93,210964;44,645;54,27;22,005;247,75;31,19998011
16/03/2015;115,3;72,24;;18,50838297;98,52837805;63,86;159,95;38,385;101,55;23,76;5,82363356;92,75;122,6;142,9397988;52,44;24,25;95,79;62,66;29,43;75,02;17,185;4,144;17,98043344;15,24;108,85;75,22825379;4,836967585;28,81;13,74;3,142;181,1226227;40,61;173,3;174,7;;198,65;7,2051756;108,7;26,67881196;;68,05;92,07;65,49;74,46;95,464614;44,57;54,91;22,005;255,2;31,32367628
17/03/2015;114,3;71,48;;18,23796828;98,44788101;60,98;158,8;38,33;101;23,475;5,800288745;91,15;121;140,331947;52,28;23,455;91,71;62,24;29,275;74,83;16,9;4,13;18,17983776;15,31;107,2;76,49014708;4,812657143;28,17;13,56;3,104;182,3775138;41,37;172,5;172,7;;196,25;7,11204748;108,8;26,61510429;;66,6;92,24;65,12;73,69;94,157497;45,21;54,82;21,845;252,45;30,99064813
18/03/2015;113,8;71;;18,23796828;98,48812953;61,19;157,9;38,215;99,53;23,325;5,795799357;90,61;115,9;140,4303565;52,25;24,475;89,91;62,88;29,15;74,78;16,75;4,126;18,3354704;15,54;107,4;75,71359737;4,878295336;29,15;13,52;3,024;183,121153;42,01;170,95;170,75;;198,45;7,13655488;109,2;26,8552332;;66,2;93,06;65,53;73,61;94,968811;46;54,53;22,045;244,5;30,85743687
19/03/2015;114,1;70,65;;18,12779934;97,80390468;61,08;158,45;38,48;100,55;23,325;5,824531438;89,93;116,6;140,135128;52,96;24,25;90,25;62,63;29,19;74,35;16,73;4,264;18,31601632;15,71;107,05;75,47092558;4,875053944;29,595;13,53;3,034;180,5648933;42,01;170,25;168,3;;198,6;7,1806682;109,15;26,6592096;;66,18;92,98;66,1;72,95;91,002387;46,475;54,4;22,085;248;31,04773867
20/03/2015;113,85;70,3;;18,37818331;98,04539581;61,4;161,75;39,06;101,85;23,825;6,1055671;92,33;116,75;141,6604753;53,98;25,615;91,51;62,75;29,525;75,5;16,985;4,35;18,481376;16,25;108,35;75,50004619;5,026589031;30,21;13,745;3,126;179,6818217;42,41;172,1;169,25;;203,1;7,1561608;109,15;26,16425001;;65,54;93,63;67,1;74,18;90,731949;47,635;55,47;22,155;250,05;31,13337448
23/03/2015;113,45;69,27;;18,38319099;97,2404254;60;160,1;39,26;101,7;23,425;6,136094935;91,45;113,75;138,9050093;54,54;25,34;88,7;62,66;29,52;75,65;16,955;4,284;18,37924208;16,11;107,6;75,32532251;4,98120954;30,04;13,73;3,094;176,3819228;42,2;171,15;164,5;;200,85;7,07283564;108,55;26,0711388;;65,14;93,5;66,9;73,5;90,551657;46,95;54,95;22,895;240,8;31,0191934
24/03/2015;112,65;71,16;;18,36816795;98,04539581;60,31;161,9;39,775;101,7;23,67;6,229474197;92,68;115,1;140,2827423;55,8;25,01;88,43;62,98;29,915;76,03;17,165;4,338;18,45219488;16,14;108,15;75,00499575;4,995795805;30,245;13,955;3,2;174,8016895;42,53;171,4;166,45;;202,8;7,19047116;107,85;26,10544293;;65,39;94,04;67,6;73,53;91,227752;46,885;55,29;23,05;245,3;31,14288957
25/03/2015;111,7;70,43;;18,257999;96,91843723;58,89;161,35;39,06;96,09;23,555;6,161235506;90,92;114,15;138,1177333;54,85;24,675;87,6;62,16;29,31;75,05;17,07;4,292;18,35492448;15,99;105,3;75,44180497;4,943123181;29,705;13,63;3,168;171,966565;42,43;168,95;163,6;;201,25;7,07283564;106,55;25,78690458;;64,38;92,14;66,06;71,9;90,0919124;46,505;54,37;23,085;244;30,96686041
26/03/2015;111,55;71,01;;18,09775326;96,39520647;60,14;160,1;39,385;91,43;23,25;6,208823014;91,5;116,45;136,592386;55,12;24,455;88,72;62,23;29,02;74,3;17,135;4,216;18,13606608;15,99;104,6;74,59730715;4,896122993;29,615;13,47;3,13;171,966565;42,08;169;162,35;;199,05;6,89148088;107,9;25,52227272;;64,26;91,38;65,95;71,71;90,0197956;46,59;54,09;22,96;243,3;30,5434389
27/03/2015;112;72,97;;18,19289917;96,71719463;60,41;160,25;39,475;92,37;23,53;6,179193056;92,07;116,1;136,9368193;56,19;24,37;88,47;62,92;29,205;75,09;17,025;4,236;18,25765408;16,04;106,3;74,50023843;4,890450557;29,645;13,375;3,14;171,2229258;41,54;172,15;162,25;;199,5;6,9355942;110,45;25,74769986;;64,15;91,69;66,35;72,13;90,236146;46,595;54,24;22,695;244,6;30,46256064
30/03/2015;114,45;73,8;;18,4532985;97,72340764;61,19;162,35;40,145;95,09;23,75;6,269878685;94,3;118;140,0859233;57,26;24,475;90,86;62,69;29,37;77,21;17,32;4,24;18,19442832;16,18;107,35;77,27640367;4,869381507;29,82;13,67;3,206;171,8271327;42,14;172,55;164,5;;202,35;6,99441196;111,15;26,09564175;;64,96;92,7;67,36;72,34;91,362971;47;54,14;23,1;249,9;30,60052944
31/03/2015;113,8;73,69;;18,37818331;96,43545499;60,44;161,85;39,96;94,79;23,455;6,300406521;92,55;116,45;137,7240953;56,57;24,23;89,73;62,62;29,095;76,06;17,05;4,212;17,90261712;16,13;106,8;77,37347239;4,863709071;29,88;13,645;3,166;168,9920082;41,28;171,35;164,15;;200,75;6,96990456;110,15;25,89961815;;65;91,93;67,53;72,35;90,777022;46,275;53,23;23,125;247,85;29,8773826
01/04/2015;114,5;73,93;;18,47833689;96,75744315;60,91;163,45;39,905;92,78;23,8;6,303100153;93,25;115,5;138,0685285;57,03;24,075;90,15;62,84;29,115;76,12;17,045;4,342;18,03393216;16,24;107,25;76,05333787;4,889640209;29,705;13,665;3,202;168,0159818;40,91;171,3;163,3;;202;6,88167792;110,2;25,96332582;;65,65;92,93;67,4;73,11;91,002387;46,37;54,13;23,5;244,65;30,10574476
02/04/2015;115,7;74,32;;18,58349816;96,43545499;60,76;163,5;40,17;93,04;23,915;6,351585539;92,64;114,95;136,592386;57,24;24,01;87,7;63,4;29,105;76,76;17,03;4,31;17,99988752;16,08;108,9;77,72291976;4,881536728;30,19;13,865;3,182;162,8569848;41,62;172,7;163,55;;200,9;6,93069272;111,25;26,4141801;;65,95;93,73;67,07;73,89;90,912241;45,845;54,26;23,23;243,8;29,74892889
07/04/2015;117,3;74,55;;19,03919698;97,6429106;60,4;165,5;40,92;93,32;24,17;6,395581537;95,07;114,9;138,954214;57,18;24,415;87,09;64,18;29,86;77,07;17,38;4,4;18,8704576;16,7;110,5;78,05295339;4,967433623;30,535;14,105;3,224;164,1583534;42,41;175,15;165,55;;202,95;7,0091164;112,75;26,8062273;;66,21;95,78;67,7;74,99;92,084139;47,595;54,56;23,515;244,7;29,84407979
08/04/2015;115,8;75;;19,00414323;96,91843723;60,04;165,35;40,355;92,01;24,095;6,334525866;94;113,25;137,6748905;57,67;24,26;85,93;64,3;29,82;76,54;17,16;4,33;18,71968848;16,75;110,15;77,6743854;4,913140303;30,35;13,925;3,194;163,8794887;42,52;174,05;167,5;;202,8;6,98951048;112,45;26,69841432;;66,22;95,6;67,35;72,62;91,182679;47,05;54,51;23,66;244,35;29,73465625
09/04/2015;117,5;75,82;;19,30961167;98,56862657;61,27;166,2;41,25;93,59;24,355;6,356074927;95,02;116,2;139,4954663;57,93;24,98;87,29;64,96;30,275;77,84;17,34;4,39;18,7488696;16,9;111,45;79,07217489;4,952847358;30,685;13,99;3,198;166,6681357;42,66;175,95;170,8;;203;7,03852528;113,8;26,70331491;;66,88;97,16;68,1;73,37;91,453117;47,965;55,27;23,885;249,6;30,1200174
10/04/2015;118,05;77,21;;19,48488045;98,68937213;61,91;169,7;41,565;94,7;24,475;6,339015254;96,72;117,35;143,874689;57,25;24,835;88,65;64,95;31,08;80,13;17,49;4,4;18,73914256;17,02;113,05;79,55751846;4,976347451;30,88;14,14;3,184;164,0653985;43,39;178,95;172,4;;205,3;7,43064368;113,95;26,83073025;;68,15;98,75;69,05;73,62;93,256037;48,52;55,04;24,135;253,2;30,68616525
13/04/2015;118,5;76,72;;19,44982669;98,40763249;62,79;169,5;41,38;95,16;24,415;6,421619985;95,89;116,25;142,890594;57,62;24,81;88,17;65,11;30,76;80,15;17,6;4,464;18,71968848;17,11;113,15;81,86775387;5,016864855;30,975;14,265;3,196;163,4147142;43,38;178,65;172,55;;205,85;7,61689992;113,4;26,98264854;;68,27;98,98;69,13;73,28;93,436329;48,76;56,56;24,235;248,65;30,77655861
14/04/2015;117,5;76,12;;19,55498796;98,12589285;61,13;168,35;41,325;94,05;24,16;6,263379394;94,84;115,15;140,922404;56,8;24,995;86,93;64,82;30,65;78,99;17,485;4,4;18,62241808;17,13;112,85;81,68332331;4,982019888;30,61;14,005;3,114;162,1598231;43,32;177,6;168,25;;204,2;7,34241704;113,3;26,37987597;;67,64;97,92;68,79;72,11;92,39965;48,73;56,45;23,95;246,45;30,59101435
15/04/2015;117,2;76,26;;19,72024138;98,64912361;62,73;168,15;41,145;91,4;24,27;6,302691219;94,86;115,4;140,5779708;57,14;25,895;87,35;66,31;30,58;78,5;17,335;4,438;18,83641296;17,43;112,75;81,07179041;4,998226849;30,91;14,145;3,17;162,4386878;43,09;178,1;171,2;;203,25;7,23458448;115;26,60530311;;68,24;98,26;68,76;72,48;93,256037;49,74;56,67;23,85;242,7;30,24847111
16/04/2015;115,6;76,03;;19,39474222;97,80390468;63,97;165,55;40,555;88,5;23,995;6,184755743;91,35;112,9;136,7400003;56,33;25,95;86,85;66,8;30,405;77,74;16,805;4,352;18,93854688;17,24;112,1;80,72234304;4,936640396;30,34;13,83;3,098;163,5541466;42,51;178,75;169,05;;200,05;7,12675192;114,75;26,32106889;;67,89;97,02;67,74;70,97;91,453117;49,31;56,7;23,725;237,65;29,89165524
17/04/2015;114,25;73,35;;18,51839833;96,47570351;62,18;161,25;39,885;88,22;23,435;5,994596217;89,18;110,4;131,3766825;55,11;25,435;84,81;66,08;29,5;75,91;16,325;4,264;18,78777776;16,86;109,25;79,59634595;4,863709071;29,425;13,45;2,984;162,9964172;42,08;176,3;165,45;;195,7;7,0091164;112,5;25,9241211;;67,21;95,65;66,61;69,62;89,199467;48,87;55,8;23,43;235;29,63950535
20/04/2015;114,65;74,75;;18,68865943;97,40141948;63,11;163,85;40,155;89,22;23,77;6,018366158;92,03;111,7;134,624196;56,07;25,805;86,62;66,09;30,135;76,25;16,75;4,298;18,85586704;17,02;111,25;79,94579332;4,867760811;29,35;13,795;3,058;164,3907407;42,25;177,2;165;;198,75;6,9601016;112,8;26,5121919;;67,56;96,16;67,41;70,18;90,731949;49,38;56,27;23,73;230,8;29,64902044
21/04/2015;114,75;75,63;;18,73372854;99,17235438;64,54;163,3;40,96;91,62;23,5;5,994596217;92,53;112;135,608291;55,59;26,12;87,28;66,22;30,43;76,6;16,79;4,26;18,7731872;16,94;111,7;80,09139639;4,886398817;29,49;13,78;3,032;165,459722;43,4;178,15;164,1;;198,8;7,19537264;113;26,81112789;;68,98;95,91;68,94;70,47;90,641803;48,695;57,09;22,89;228;29,72038362
22/04/2015;113,9;74,42;;18,64359031;98,85036622;65,8;162,15;41,16;101,5;23,485;5,994596217;91,32;110;134,2797628;58,01;26;87,49;66,8;30,085;76,48;16,935;4,214;18,57378288;17,01;113,6;79,71282841;4,868571159;29,155;13,855;3,072;159,0458339;41,1;177,1;160,85;;194,95;7,36202296;113,6;26,7082155;;70;96,49;69,14;70,68;89,875562;48,425;56,77;22,875;226,65;29,43968846
